Party,Sub Party,Sales Person,Sales Branch,Sales Person.0,Article,Blend,Width,GSM,Color,Lab No.,Lot No,Challan No.,Qty (Kg),Qty (Mtr.),No. of Taka,Type of Finish,Type of Packing,Remarks,Order Number,,Manual Conf.
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-672,P,64,120,PEARL BLUSH M-1775,M-1775,19060,KDC-2901,170.9,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1801,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,BROWN HF-2995,HF-2995,19057,KDC-2898,173.6,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1803,,
GINZA UDHNA,SAGAR PRODUCTS,VIRENDER,,,L-20A / NS /130’’,NS,58’’,165,NAVY,N-47064,19017,,315,1042,8,SOFT   ROLL,Rolling,,ORD-20999,,
GINZA UDHNA,GOPAL,VIRENDER,,,TR-515 / PS / 85’’,PS,58’’,95,BLACK APC,D-15246,18381,,152,1065,7,SOFT   KANTI,kanti,urgent,ORD-21000,,
GINZA UDHNA,JOCKEY,VIRENDER,,,TR-1 / NS / 85’’,NS,57’’,130,V SEA PINK,MATCH TO STD,19095,,102,512,4,JOCKEY ROLL,Rolling,,ORD-21001,,
GINZA UDHNA,JOCKEY,VIRENDER,,,TR-1 / NS / 85’’,NS,57’’,130,V CANDLE LIGHT PEACH,MATCH TO STD,19096,,102,512,4,JOCKEY ROLL,Rolling,,ORD-21002,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,L-4008A / NS / 130’’,NS,58’’,180,WHITE,REGULAR,19094,,201,602,5,SOFT KANTI,kanti,,ORD-21003,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,COL TO BLACK,REGULAR,13554,,50,253,2,SOFT KANTI,kanti,,ORD-21013,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,L-83 / NS / 130’’,NS,58’’,200,COL. TO BLACK,REGULAR,12813,,38,95,1,SOFT KANTI,kanti,,ORD-21014,,
GINZA UDHNA,INTIMATE,SUNIL,,,A-2103/N/65”,N,59”,,MARY ROSE,N-25457,19112,,17.3,277,1,F K,kanti,,ORD-21026,,
CKU,Absj Fashion Llp (Gurgaon),PIYUSH(CKU),,,NEW DEVELOPMENT-215(100%POLYESTER),P,65,170,BLACKENED PEARL,HF-792,18913,KDC-2870,167.3,,7,SOFT WICKING,Rolling,,CKU-1805,,
GINZA UDHNA,K . CHOITHRAM,VIRENDER,,,L-3054 / PS / 130’’,PS,58’’,220,NAVY BLUE,OLD LOT 16490,19165,,216,497,5,SOFT ROLLING,Rolling,,ORD-21052,,
GINZA UDHNA,K . CHOITHRAM,VIRENDER,,,L-3054 / PS / 130’’,PS,58’’,220,BLACK,OLD LOT 16491,19166,,85,195,2,SOFT ROLLING,Rolling,,ORD-21053,,
GINZA UDHNA,K . CHOITHRAM,VIRENDER,,,L-3054 / PS / 130’’,PS,58’’,220,BLACK,OLD LOT 16491,18634,,129,296,3,SOFT ROLLING,Rolling,,ORD-21054,,
GINZA UDHNA,SAGAR PRODUCTS,VIRENDER,,,L-20A / NS /130’’,NS,58’’,165,BLACK APC,N-46992,19164,,354,1171,9,SOFT ROLLING,Rolling,,ORD-21055,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,RFD,RFD,19123,KDC-2910,402.8,,15,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1807,,
CKU,Ginza Industries Ltd. (Ambernath Exports),PIYUSH(CKU),,,C-233KG,CS,72,220,BRIGHT WHITE,REGULAR,19117,KDC-2904,23.8,,1,SILICON FINISH,Rolling,,CKU-1808,,
CKU,UDIT SIR,PIYUSH(CKU),,,NEW DEVELOPMENT-171FD,PS,60,180,NAVY ,OPEN,19118,KDC-2905,28.14,,1,SOFT FINISH,Rolling,,CKU-1809,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,RFD,RFD,19124,KDC-2911,412.7,,18,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1811,,
CKU,K D M Clothing Co (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-185(96%POLYFILA 4%SPANDEX),PS,60,270,MAUVE MELANGE,CKU-22842,19119,KDC-2906,375.6,,14,SOFT FINISH,Rolling,,CKU-1813,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,RFD,RFD,19125,KDC-2912,213.3,,8,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1815,,
CKU,Garland Apparels (Tirupur),PIYUSH(CKU),,,C-917A-72,NS,60,160,NAVY,N-2305,19127,KDC-2914,209.95,,7,SOFT FINISH,Rolling,,CKU-1816,,
GINZA UDHNA,SAGAR PRODUCTS,VIRENDER,,,L-20A / NS /130’’,NS,58’’,165,BLACK APC,N-46992,19267,,360,1188,9,SOFT ROLLING,Rolling,,ORD-21112,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,WHITE,REGULAR,19270,,181,906,7,SOFT KANTI,kanti,,ORD-21115,,
CKU,Aark Krishav Apparels Private Limited,PIYUSH(CKU),,,C-735F,PS,60,250,ITALIAN PLUM,HF-4068,18769,KDC-2846,75.9,,3,SOFT WICKING ,Rolling,FINISH CONFIRM WITH NAMITA,CKU-1818,,
CKU, H A Creation,PIYUSH(CKU),,,C-233-70,CS,72,220,PEARL,CL-39715,19201,KCITGOT2526-02916,129.8,,4,SILICON FINISH,Rolling,,CKU-1819,,
CKU,CUP COUTURE,PIYUSH(CKU),,,C-672-76,P,64,120,BRACKEN,M-9356,18048,K-02753,168.9,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1820,,
CKU,H A Creation,PIYUSH(CKU),,,C-233-70,CS,72,220,PEARL,CL-39715,19200,KCITGOT2526-02915,263.1,,8,SILICON FINISH,Rolling,,CKU-1822,,
CKU, PAGE INDUSTRIES,PIYUSH(CKU),,,NEW SAMPLE-1228A,PS,63,105,V GREY RIDGE,CKU-18396,19205,KCITGOT2526-02920,389.6,,13,SOFT WICKING(EXHAUST METHOD)+ANTITHERMAL (DRY N WET),Rolling,,CKU-1821,,
CKU,Encot Fabrics Pvt Ltd (Boisar),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,RFD,RFD,19212,KCITGOT2526-02927,390,,15,HANDFEELSHOULDBEASPERCUTTINGAPC-290403LYINGWITHAJAYMASTER,Rolling,,CKU-1824,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V J COFFEE CKU-18130,CKU-18130,19213,KCITGOT2526-02928,174.5,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1825,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,C-222A (90%MICROMODAL 10%SPANDEX),CS,72,200,L.NUDE CL-33421,CL-33421,19214,KCITGOT2526-02929,375.6,,13,SILICON FINISH,Rolling,,CKU-1826,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,S-963/PS-103,PS,60’’,,SKY BLUE,D-15241,19263,,205.62,1028,12,SOFT FINISH F K,kanti,FINISH QUALITY 3.75 MTR,ORD-21188,,
GINZA UDHNA,TRIUMPH,SUNIL,,,A-2173/N/65”,N,60”,,WHITE,AS PER JITESH BHAI,19044,,40.3,161,2,ROLLING,Rolling,,ORD-21190,,
GINZA UDHNA,VEDANT,SUNIL,,,A-1127A/P/65”,P,56”,,BLACK-APC,,19260,,51.34,297,3,F K,kanti,COLOUR CUTTING SEND TO URVISH BHAI,ORD-21194,,
GINZA UDHNA,SVM,SUNIL,,,A-1189/P/65”,P,56”,,BEIGE,D-14767,,GRP/355,38.04,176,2,F K,kanti,,ORD-21197,,
CKU,H A CREATION,PIYUSH JI(CKU),,,C-233-70,CS,72,220,SKIN,CL-39862,16399,K-02407,196.6,,6,SILICON FINISH,Rolling,,CKU-1828,,
CKU,H A CREATION,PIYUSH JI(CKU),,,C-233-70,CS,72,220,SKIN,CL-39862,16400,K-02408,374,,11,SILICON FINISH,Rolling,,CKU-1829,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,C-225(95%MICROMODAL 05%SPANDEX),CS,72,160,ORANG RUST,CL-41073,18768,KDC-2845,375.5,,11,SILICONFINISH,Rolling,,CKU-1830,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-715FA,PS,60,160,BLACK BEAUTY,HF-3718,17546,K-02639,75,,3,SOFT WICKING  ,Rolling,,CKU-1831,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-715FA,PS,60,160,CONFETTI,CKU-22780,17545,K-02638,74.4,,3,SOFT WICKING  ,Rolling,,CKU-1832,,
GINZA UDHNA,INTIMATE,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,PURPLE PLUMERIA,N-46108 ( proper matching ),19314,,76,381,3,JOCKEY INTIMATE ROLL,Rolling,,ORD-21256,,
GINZA UDHNA,INTIMATE,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,RED-APC,N-46495 (proper matching ),19316,,76,380,3,JOCKEY INTIMATE ROLL,Rolling,,ORD-21257,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BOIL+ HEAT SET,REGULAR,18566,,97,485,4,SOFT KANTI,kanti,,ORD-21258,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BOIL+ HEAT SET,REGULAR,19313,,105,515,5,SOFT KANTI,kanti,,ORD-21259,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,A-514/N-66,NN,56’’,,GAJARI,N-35584,19320,,229,1785,18,SOFT FINISH F K,kanti,FINISH QUALITY 8.50 MTR,ORD-21262,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-655F,P,60,150,BUTTERFLY,CKU-20910,19276,KCI-224,81.37,,3,SOFT WICKING,Rolling,FOR ADDTION,CKU-1833,,
CKU,PAGE INDUSTRIES,PIYUSH(CKU),,,NEW SAMPLE-1228A       ,PS,60,140,VP BLACK,P-118,19279,KDC-2933,331.2,,11,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1834,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276A(POLY FILAMENT100%),P,64,135,DELPHIUM BLUE,CKU-22275,19282,KDC-2936,82,,3,SOFTWICKING,Rolling,,CKU-1838,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,70,165,TUTU PINK,N-47118,19285,KDC-2939,200.4,,8,SOFT FINISH,Rolling,,CKU-1839,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,70,165,Pebble Grey,N-33343,19287,KDC-2941,75.2,,3,SOFT FINISH,Rolling,,CKU-1840,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,70,165,TUTU PINK,N-47118,19288,KDC-2942,75.1,,3,SOFT FINISH,Rolling,,CKU-1841,,
CKU,CULTSPORTS,PIYUSH(CKU),,,NEW DEVELOPMENT-211,PS,64,170,NEON GREEN,CKU-21271,19283,KDC-2937,93.5,,3,SOFT WICKING,Rolling,,CKU-1844,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,70,165,TUTU PINK,N-47118,19286,KDC-2940,75,,3,SOFT FINISH,Rolling,,CKU-1845,,
CKU,TAPIO CRATION,PIYUSH(CKU),,,NEW DEVELOPMENT-144,P,70,180,BURGANDY,HF-3003,19289,KDC-2943,87.7,,4,SOFT FINISH,Rolling,NEED URGENT BASIS,CKU-1846,,
Orchid Embroideries (Udhna) Sun,,EXTERNAL,,,POLY COTTON/PC/52	,,47,,WHITE,,7906,,178.2,924,66,AS/LAST PROCESS BY PRO NO:-1585-A   folding,Folding,SN2425/7906,ORD-21265,,
Orchid Embroideries (Udhna) Sun,,EXTERNAL,,,POLY COTTON/PC/52	,,47,,WHITE,,7451,,180.9,938,67,AS/LAST PROCESS BY PRO NO:-1585-A folding,Folding,SN2425/7451,ORD-21267,,
Orchid Embroideries (Udhna) Sun,,EXTERNAL,,,POLY COTTON/PC/52	,,47,,WHITE,,7906,,91.8,476,34,AS/LAST PROCESS BY PRO NO:-1585-A  folding,Folding,SN2425/7906,ORD-21268,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,A-17A/N-62,NN,56’’,,NUDE,N-42517,19404,,270.26,1642,16,SOFT FINISH F K,kanti,OLD LOT NO. 11474-FINISH QUALITY 6.75 MTR,ORD-21315,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,S-766A/PS-68,PS,56’’,,BLACK,REGULAR,19405,,262.24,1127,14,SOFT FINISH F K,kanti,FINISH QUALITY 5.20 MTR,ORD-21316,,
GINZA UDHNA,JACKMAN,SUNIL,,,A-1187/P/65”,,56”,,WHITE (HEAT SET),,19390,,199.66,1357,14,ROLLING,Rolling,COLOUR CUTTING SEND TO URVISH BHAI,ORD-21325,,
GINZA UDHNA,JACKMAN,SUNIL,,,A-1187/P/65”,,56”,,WHITE (HEAT SET),,19391,,201.66,1369,14,ROLLING,Rolling,COLOUR CUTTING SEND TO URVISH BHAI,ORD-21326,,
GINZA UDHNA,JACKMAN,SUNIL,,,A-1187/P/65”,,56”,,WHITE (HEAT SET),,19392,,200.5,1359.5,14,ROLLING,Rolling,COLOUR CUTTING SEND TO URVISH BHAI,ORD-21327,,
GINZA UDHNA,MODERN,SUNIL,,,A-1448/P/65”,,56”,120 GSM,FLOROCENT GREEN,,19420,,154.86,929,9,ROLLING,Rolling,,ORD-21333,,
GINZA UDHNA,MODERN,SUNIL,,,A-1448/P/65”,,56”,120 GSM,FLOROCENT GREEN,,19421,,150.26,902,9,ROLLING,Rolling,,ORD-21334,,
GINZA UDHNA,MODERN,SUNIL,,,A-1448/P/65”,,56”,120 GSM,FLOROCENT GREEN,,GRP/413,,156.9,941,9,ROLLING,Rolling,,ORD-21335,,
GINZA UDHNA,MODERN,SUNIL,,,A-1448/P/65”,,56”,120 GSM,FLOROCENT GREEN,,GRP/414,,155.36,931.5,9,ROLLING,Rolling,,ORD-21336,,
GINZA UDHNA,INTIMATE,SUNIL,,,A-1519B/P/65”,,58’’,,V CLASSIC NAVT TO V NEW BLACK,,19423,,139.34,595,4,ROLLING,Rolling,RF GOODS,ORD-21340,,
GINZA UDHNA,INTIMATE,SUNIL,,,A-1519B/P/65”,,58’’,,HEAT SET TO V NEW BLACK,,19424,,51.87,211,2,ROLLING,Rolling,RF GOODS,ORD-21341,,
GINZA UDHNA,PAGE,SUNIL,,,A-1519B/P/65”,,58’’,,V P BLACK,,17183,,183.4,696.5,6,ROLLING,Rolling,,ORD-21342,,
GINZA UDHNA,PAGE,SUNIL,,,A-1519B/P/65”,,58’’,,V NEW STEEL GREY MILANGE,,17249,,174.3,662,5,ROLLING,Rolling,,ORD-21343,,
GINZA UDHNA,SGU,VIRENDER,,,TR-1 / NS /85’’,NS,58’’,130,WAFFLE,N-47367,18756,,77,385,3,SOFT KANTI,kanti,,ORD-21344,,
GINZA UDHNA,TAPIO,VIRENDER,,,TR-508 / PS / 85’’,PS,58’’,110-112,PINK,D-15318,19417,,269,1617,13,SOFT KANTI,kanti,,ORD-21345,,
GINZA UDHNA,TAPIO,VIRENDER,,,TR-508 / PS / 85’’,PS,58’’,110-112,OLIVE,D-15313,19418,,83,501,4,SOFT KANTI,kanti,,ORD-21346,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-45A / NS / 85’’,NS,56’’,200,WHITE,REGULAR,19388,,140,476,4,SOFT KANTI,kanti,urgent,ORD-21347,,
GINZA UDHNA,FREEWILL SPORTS,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220,BLACK,OLD LOT 16801 OK,19385,,407,814,10,SOFT WICKING ( old lot 16801 ok      ROLL,Rolling,urgent,ORD-21350,,
GINZA UDHNA,K G SPORTS,VIRENDER,,,L-3054 / PS / 130’’,PS,58’’,220-225,NAVY,D-2602 OLD LOT 6467,19387,,170,391,4,AS PER SAMPLE ( SOFT )    ROLL,Rolling,,ORD-21352,,
GINZA UDHNA,,ARIK,,,SP-093 / NS / 65,NS,56”,4.2,BLACK – APC,NOTE :- MACHE TO APC CUTTING,17406,,47.84,215,3,REGULAR F K,kanti,,ORD-21369,,
CKU,CUP COUTURE,PIYUSH(CKU),,,C-672-76,P,64,120,DEEP TOUPE,CKU-15407,17214,K-02547,321.2,,13,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1848,,
CKU,CULTSPORTS/AMBERNATH,PIYUSH(CKU),,,C-917A-72,NS,60,150,MOONSTRUCK,N-46157,19338,-,210.5,,7,ANTI-STATIC WICKING FASTDRYAND ANTI-MICROBIAL,Rolling,NEED FABRIC TOP URGENT ,CKU-1851,,
GINZA UDHNA,LEMONLORDS,VIRENDER,,,L-95 / PS / 130’’,PS,58’’,165,WHITE,REGULAR,19474,,166,583,4,SOFT KANTI,kanti,,ORD-21395,,
GINZA UDHNA,LEMONLORDS,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220,PINK,D-14501,19475,,83,166,2,SOFT KANTI,kanti,,ORD-21396,,
GINZA UDHNA,LEMONLORDS,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220,RED,D-14495,19476,,83,165,2,SOFT KANTI,kanti,,ORD-21397,,
GINZA UDHNA,MAA CREATIONS,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BLACK,OLD LOT 16808,19477,,190,953,8,SOFT KANTI,kanti,,ORD-21398,,
GINZA UDHNA,MAA CREATIONS,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BLACK,OLD LOT 16808,19478,,294,1470,12,SOFT KANTI,kanti,urgent,ORD-21399,,
GINZA UDHNA,MAA CREATIONS,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BLACK,OLD LOT 16808,19479,,296,1483,13,SOFT KANTI,kanti,urgent,ORD-21400,,
GINZA UDHNA,MAA CREATIONS,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BLACK,OLD LOT 16808,19480,,87,437,4,SOFT KANTI,kanti,,ORD-21401,,
GINZA UDHNA,MAA CREATIONS,VIRENDER,,,TR-1 / NS / 85’’,NS,58’’,130,BLACK,OLD LOT 16808,19389,,171,855,7,SOFT KANTI,kanti,,ORD-21402,,
GINZA UDHNA,K. KENECO,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220-225,PEACH APC,OLD LOT NO. 16573,19029,,199,399,5,AS PER SAMPLE  KANTI,kanti,,ORD-21403,,
GINZA UDHNA,K. KENECO,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220-225,COFFEE,OLD LOT NO. 15124,19030,,206,413,5,AS PER SAMPLE  KANTI,kanti,,ORD-21404,,
GINZA UDHNA,K. KENECO,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220-225,MAROON,D-10995,19031,,207,415,5,AS PER SAMPLE  KANTI,kanti,,ORD-21405,,
GINZA UDHNA,K. KENECO,VIRENDER,,,L-3009 / PS / 130’’,PS,58’’,220-225,NAVY,OLD LOT NO. 15069,19032,,214,428,5,AS PER SAMPLE  KANTI,kanti,,ORD-21406,,
GINZA UDHNA,TPS,VIRENDER,,,L-4008A / NS / 130’’,NS,"60""",190,BLACK,N-31477 OLD LOT 15666,19409,,193,579,5,SUPER SOFT  ROLL,Rolling,,ORD-21407,,
GINZA UDHNA,TPS,VIRENDER,,,L-4008A / NS / 130’’,NS,"60""",190,NAVY,N-31966 OLD LOT 13398,19410,,197,593,5,SUPER SOFT  ROLL,Rolling,,ORD-21408,,
GINZA UDHNA,TPS,VIRENDER,,,L-4008A / NS / 130’’,NS,"60""",190,GOLD,N-31436 OLD LOT 17830,19411,,197,591,5,SUPER SOFT  ROLL,Rolling,,ORD-21409,,
GINZA UDHNA,POOMER FASHION,VIRENDER,,,L-4008A / NS / 130’’,NS,"60""",185-195,COPPER,N-20723 match std,19412,,197,592,5,SUPER SOFT  ROLL,Rolling,urgent,ORD-21410,,
GINZA UDHNA,SAGAR PRODUCTS,VIRENDER,,,L-20A / NS /130’’,NS,"58""",165,BLACK APC,N-46992,19487,,299,986,8,SOFT ROLLING,Rolling,,ORD-21411,,
GINZA UDHNA,TPS,VIRENDER,,,L-4008A / NS / 130’’,NS,"60""",190,SILVER,N-31433 OLD LOT 15663,19413,,196,590,5,SUPER SOFT  ROLL,Rolling,,ORD-21412,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,BEIGE,LAB NO :- D-15454,19324,,133.18,639.5,9,REGULAR F K,kanti,TOP MOST URGANT,ORD-21413,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,TARQE,LAB NO :- D-15431,19325,,129.1,619.5,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21414,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,GREEN,LAB NO :- D-15426,19327,,130.56,626,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21416,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JLS-224A/NS-66,NS,54’’,,GRENOBLE GREEN,N-46597,17409,,101.5,376,6,SOFT FINISH F K,kanti,FINISH QUALITY 5.20 MTR,ORD-21451,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JLS-224A/NS-66,NS,54’’,,GRENOBLE GREEN,N-46597,19557,,173.58,642,13,SOFT FINISH F K,kanti,FINISH QUALITY 5.20 MTR,ORD-21452,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,RD-33A/NP-82,NP,74’’,,B+HEAT SET,REGULAR,19483,,92.4,831.5,7,SOFT FINISH F K,kanti,FINISH QUALITY 9 MTR,ORD-21453,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JLS-248/NS-66,NS,54’’,,BUTTER YELLOW,N-46202,19552,,94,263.5,4,SOFT FINISH F K,kanti,OLD LOT 18099 - FINISH QUALITY 5.20 MTR,ORD-21454,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JLS-248/NS-66,NS,54’’,,BUTTER YELLOW,N-46202,19553,,91.6,256.5,4,SOFT FINISH F K,kanti,OLD LOT 18099 - FINISH QUALITY 5.20 MTR,ORD-21455,,
Orchid Embroideries (Udhna) Sun,,EXTERNAL,,,ORGANZA	,,47,,WHITE,LP-26392,8483,,,765,51,AS/LAST,Rolling,,ORD-21459,,
Orchid Embroideries (Udhna) Sun,,EXTERNAL,,,ORGANZA	,,47,,CREAM,9361,8483,,,360,24,AS/LAST,Rolling,,ORD-21460,,
CKU,Raji Exports (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,64,170,LILAC,CKU-23111,18578,KDC-2822,403.9,,14,SILICON FINISH,Rolling,,CKU-1854,,
CKU,Raji Exports (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,64,170,TEAL,CKU-23105,18589,KDC-2823,403.9,,14,SILICON FINISH,Rolling,,CKU-1855,,
CKU,Raji Exports (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,64,170,BEIGE,CKU-23165,18580,KDC-2824,401.5,,14,SILICON FINISH,Rolling,,CKU-1856,,
CKU,Raji Exports (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-215C(Polyester100%),P,64,170,OLIVE,CKU-23067,18581,KDC-2825,403.4,,14,SILICON FINISH,Rolling,,CKU-1857,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,WINSOME ORCHID CKU-22040,CKU-22040,19344,-,174.6,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1859,,
GINZA UDHNA,,SUNIL,,P-8468-A/712,A-1105/P/46”,P,56,,LT GREY,D-15301,19306,,38,555,3,F K,kanti,,ORD-21502,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,L-88 / PS / 130’’,PS,"58""",185,BOIL+ HEAT SET,P H MAINTAIN,19542,,165,413,4,SOFT KANTI,kanti,,ORD-21513,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-6Z / NS / 85’’,NS,"58""",108,BOIL+ HEAT SET,REGULAR,19544,,114,746,6,SOFT KANTI,kanti,,ORD-21514,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-6Z / NS / 85’’,NS,"58""",108,BOIL+ HEAT SET,REGULAR,19545,,41,271,3,SOFT KANTI,kanti,,ORD-21515,,
GINZA UDHNA,RICAMO,VIRENDER,,,TR-45A / NS / 85’’,NS,"56""",200,CREAM,N-47220,19312,,70,238,2,SOFT KANTI,kanti,,ORD-21516,,
GINZA UDHNA,RICAMO,VIRENDER,,,TR-1 / NS / 85’’,NS,"58""",130,CREAM,N-47220,19315,,77,389,3,SOFT KANTI,kanti,,ORD-21517,,
GINZA UDHNA,GINZA UDHNA,VIRENDER,,,TR-520 / NS / 85’’,NS,"58""",155,BOIL+ HEAT SET,REGULAR,19035,,181,726,7,SOFT KANTI,kanti,,ORD-21520,,
CKU,AHUJA INDUSTRIES,PIYUSH(CKU),,,NEW DEVELOPMENT-250A,MPS,60,180,BEIGE,CL-40955,17683,K-02668,171,,7,SOFT FINISH,Rolling,,CKU-1860,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,70,165,APC GREEN,N-47112,19126,KDC-2913,197.5,,8,SOFT FINISH,Rolling,,CKU-1862,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-732(90%POLYESTER 10%SPANDEX),PS,60,180,MUSHROOM,CKU-22919,18447,KDC-2808,197.6,,7,SOFT FINISH,Rolling,,CKU-1863,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-732(90%POLYESTER 10%SPANDEX),PS,60,180,RAISIN,CKU-22913,18448,KDC-2809,197,,7,SOFT FINISH,Rolling,,CKU-1864,,
CKU,RELIANCE,PIYUSH(CKU),,,NEW SAMPLE-1393,N,60,160,BLACK,N-46344,19492RF,KCI-228,484.75,,22,SOFT FINISH ,Rolling,FOR EXTRA SOFT FINISH,CKU-1865,,
CKU,K D M Clothing Co (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-185(96%POLYFILA 4%SPANDEX),PS,60,270,ANTHRA MELANGE,HF-3854,19427,-,414.4,,16,SOFT FINISH,Rolling,,CKU-1869,,
CKU,Reliance Retail,PIYUSH(CKU),,,NEW SAMPLE-1393,N,60,160,BURGUNDY,N-43107,19432,-,40,,2,SOFT FINISH,Rolling,,CKU-1871,,
CKU, Reliance Retail,PIYUSH(CKU),,,NEW SAMPLE-1393,N,60,160,BLACK,N-46344,19433,-,84.6,,4,SOFT FINISH,Rolling,,CKU-1872,,
